id_venta,Vehiculo,Nombre,Apellidos,DNI,Licencia,Fecha_Nacimiento,Genero,id_Sucursal,Empleado,Dias,FechaPago,Monto_total
212,W126,Selby,Dreghorn,157-86-3809,99-8863704,03/08/1980,M,1,Selby Dreghorn,3,27/10/2022,$2040.28
213,940,Beauregard,Dany,735-15-1996,94-7031821,01/06/1993,M,1,Beauregard Dany,2,04/01/2023,$1119.44
214,626,Benito,Fass,123-35-6897,50-3490166,26/02/1977,M,2,Benito Fass,13,02/12/2022,$7386.26
215,Voyager,Nikolaos,Seacombe,282-34-3183,59-8531204,10/12/1953,M,4,Nikolaos Seacombe,2,25/06/2023,$10308.75
216,XF,Petey,Ferrand,406-98-5001,51-4386974,12/09/1994,M,6,Petey Ferrand,1,25/10/2022,$8085.64
217,Cabriolet,Shirlee,Cristoforo,153-03-5051,77-3202572,28/06/1992,F,5,Shirlee Cristoforo,4,23/10/2022,$18569.17
218,W126,Jolyn,Philippon,125-75-3206,16-1192858,06/08/2002,F,1,Jolyn Philippon,12,15/09/2023,$9702.12
219,Yukon Denali,Cordie,Kell,295-15-3696,79-6916967,06/04/1989,M,6,Cordie Kell,7,08/01/2023,$16008.81
220,LS,Nola,Wilcocke,319-39-7789,04-4959632,08/03/1987,F,5,Nola Wilcocke,7,09/01/2023,$7244.46
221,300,Rodolph,Crosseland,133-12-6520,85-8630364,01/01/1976,M,5,Rodolph Crosseland,4,30/05/2023,$4307.56
222,X6,Tierney,Studeart,318-78-4707,82-5120181,19/05/2004,F,4,Tierney Studeart,12,22/09/2023,$4685.67
223,Gallardo,Gabriel,Peartree,312-05-2472,95-0952178,15/10/1992,F,1,Gabriel Peartree,1,27/09/2022,$9313.97
224,Starion,Rich,Pessel,324-80-1779,85-2591620,05/05/1992,M,2,Rich Pessel,10,12/03/2023,$6319.97
225,Crossfire,Connie,Allberry,357-50-5447,13-9381016,29/04/1980,M,5,Connie Allberry,10,24/08/2023,$10168.14
226,Yukon,Bret,Silverthorn,431-37-8042,88-3676124,25/09/1987,M,5,Bret Silverthorn,15,31/05/2023,$4389.79
227,2500,Lonny,Stoke,820-45-6456,11-6691545,07/08/1971,M,3,Lonny Stoke,14,03/12/2022,$16257.50
228,Taurus,Gardie,Sigge,439-90-0637,50-2206689,12/01/1970,M,2,Gardie Sigge,3,22/04/2023,$4430.33
229,Sable,Neal,Beverage,502-16-8392,83-8756937,10/04/1967,M,3,Neal Beverage,4,25/05/2023,$10944.71
230,Azure,Valera,Dunsire,476-60-4150,87-6842344,03/08/1999,F,1,Valera Dunsire,12,06/01/2023,$10898.73
231,Eldorado,Shelby,Acland,631-57-6131,32-3658413,23/12/1951,F,2,Shelby Acland,14,16/05/2022,$17840.09
232,Rabbit,Emmanuel,Cestard,460-95-9048,34-9915850,12/07/1964,M,2,Emmanuel Cestard,8,10/03/2023,$19408.45
233,Express 3500,Carrol,De Mitris,212-96-0281,15-9565357,18/10/1995,M,3,Carrol De Mitris,2,18/06/2023,$15359.10
234,E-Series,Filberte,Fetherstone,479-30-2694,55-6433342,14/12/1983,M,6,Filberte Fetherstone,6,16/04/2022,$1184.34
235,Corvette,Franny,Kensitt,682-34-6059,85-8670554,02/10/1991,F,2,Franny Kensitt,11,25/10/2022,$18260.06
236,STS,Ambur,MacNeill,731-25-3591,26-7379731,19/03/1963,F,6,Ambur MacNeill,9,30/05/2022,$1715.10
237,Parisienne,Rosalind,Tassell,711-59-8992,63-1681447,10/10/2001,F,1,Rosalind Tassell,7,18/09/2023,$7178.42
238,XC90,Darcy,Thewless,732-66-2496,70-1571315,29/05/1997,M,5,Darcy Thewless,13,02/03/2023,$10066.72
239,SLK-Class,Heriberto,Simpkins,419-88-9792,02-2898659,24/01/2001,M,4,Heriberto Simpkins,3,02/05/2023,$2072.34
240,Caravan,Farrand,Ollerhead,857-33-9069,41-8369571,03/09/1999,F,4,Farrand Ollerhead,5,08/08/2022,$6554.99
241,Venture,Marjie,Toopin,124-19-1828,82-6690396,31/07/1984,F,4,Marjie Toopin,13,17/04/2022,$10561.18
242,Maxima,Christi,Ravenshaw,512-96-1592,48-4770343,26/10/1956,F,4,Christi Ravenshaw,10,26/09/2023,$14265.77
243,5000CS,Wilfred,Fontell,303-32-1867,65-4477077,04/06/1988,M,1,Wilfred Fontell,3,01/12/2022,$13313.24
244,Viper,Ainsley,Goburn,449-06-5844,89-6613556,31/12/1950,F,2,Ainsley Goburn,11,21/01/2022,$10086.76
245,Lumina,Haily,Mumberson,829-11-2123,80-1215432,19/04/1976,M,1,Haily Mumberson,15,12/05/2022,$1181.17
246,Savana 3500,Lammond,McGahern,388-31-6030,23-8231706,20/01/1977,M,4,Lammond McGahern,15,15/06/2022,$15073.35
247,Cooper Countryman,Obadias,Barcke,416-78-9412,98-6937090,02/09/1991,M,6,Obadias Barcke,12,06/05/2022,$15752.46
248,LS,Drew,Fumagalli,892-35-3307,34-7978533,19/11/1977,M,6,Drew Fumagalli,3,04/08/2022,$9987.16
249,E-Class,Burgess,Worsell,281-41-3132,93-4496944,16/09/1965,M,2,Burgess Worsell,4,13/05/2022,$11596.78
250,Prowler,Samaria,Minihan,240-17-7196,81-9236174,15/01/1995,F,3,Samaria Minihan,6,06/04/2023,$11329.46
251,Outlander,Mamie,Letrange,206-44-4307,74-2432432,12/07/1963,F,5,Mamie Letrange,1,12/05/2023,$7658.67
252,Sportage,Ugo,Lippiett,855-82-7348,04-6959367,30/10/1986,M,2,Ugo Lippiett,5,09/01/2023,$12056.13
253,968,Christi,Eixenberger,626-57-5958,30-7066097,19/04/1965,F,2,Christi Eixenberger,15,30/08/2022,$12843.60
254,GTO,Daron,Dutson,575-19-1022,62-5387239,29/06/1995,F,4,Daron Dutson,11,30/03/2023,$7320.45
255,tC,Kathe,Tesdale,299-69-4483,34-4351346,11/12/1966,F,2,Kathe Tesdale,10,13/09/2022,$9654.24
256,Beetle,Jammal,Polding,460-97-4104,20-5160073,27/05/1952,M,4,Jammal Polding,5,21/06/2022,$13938.20
257,Camaro,Emmy,Runacres,316-79-7986,51-1383948,15/08/1984,M,4,Emmy Runacres,12,09/05/2023,$4411.69
258,Passat,Massimiliano,Head,515-56-6493,47-4234805,23/06/1979,M,1,Massimiliano Head,11,28/06/2023,$6998.04
259,G-Series G30,Cori,Halworth,251-94-3024,54-6792021,17/02/1998,M,4,Cori Halworth,14,04/07/2023,$17893.94
260,MKZ,Othello,Chisman,578-75-7312,09-7640389,13/12/1971,M,1,Othello Chisman,1,02/09/2023,$3635.12
261,Grand Caravan,Lenora,Sidery,729-87-5898,48-2805987,13/03/1961,F,6,Lenora Sidery,3,26/07/2023,$7473.42
262,Firebird Formula,Rusty,Jezard,134-94-0277,89-0356457,02/07/1963,M,6,Rusty Jezard,8,09/04/2023,$6454.49
263,MDX,Mervin,Shovell,807-76-3948,77-0781757,26/08/1951,M,5,Mervin Shovell,6,05/11/2022,$15576.88
264,Cayman,Cord,MacFayden,148-97-2552,35-4700189,28/05/1997,M,1,Cord MacFayden,14,10/04/2022,$3660.17
265,CR-V,Luca,Beecheno,890-22-9309,70-8733419,15/04/1950,M,3,Luca Beecheno,9,03/10/2022,$17863.21
266,Samurai,Mehetabel,Heynel,837-07-8862,30-2294522,23/10/1971,F,1,Mehetabel Heynel,10,19/04/2023,$18333.12
267,Celica,Ilka,Boland,773-57-0313,73-5718256,28/09/1998,F,5,Ilka Boland,6,30/07/2022,$19347.04
268,TL,Hailee,Nys,551-47-2183,92-0506895,24/03/1971,F,6,Hailee Nys,2,22/03/2022,$6108.40
269,V50,Deva,Starrs,526-20-4002,65-1026529,30/12/1958,F,2,Deva Starrs,2,23/06/2023,$12246.99
270,Cooper Countryman,Eb,Forder,837-54-4744,07-9206435,12/01/1971,M,1,Eb Forder,12,04/04/2023,$994.26
271,Continental,Edvard,Merdew,481-61-6753,39-1683417,26/05/1955,M,3,Edvard Merdew,5,03/03/2022,$1727.40
272,SJ,Lorenza,Meineck,329-84-7115,17-0671246,24/02/1986,F,2,Lorenza Meineck,11,09/07/2022,$9448.81
273,SVX,Shel,Prewett,833-58-6746,30-3129990,19/01/1977,F,4,Shel Prewett,7,15/02/2022,$8417.40
274,Rally Wagon G3500,Ennis,Basili,446-22-2521,79-7690049,25/03/1979,M,4,Ennis Basili,6,14/01/2023,$4003.68
275,XC90,Carroll,Orcott,350-69-8526,05-1730350,25/10/1958,F,4,Carroll Orcott,8,21/10/2022,$14215.12
276,SLS-Class,Glendon,Yankin,345-91-5422,80-9218391,09/11/1954,M,6,Glendon Yankin,7,20/03/2023,$19070.65
277,H1,Fancie,Lys,834-78-1531,47-8814893,03/01/2001,F,5,Fancie Lys,8,06/01/2023,$12715.23
278,2500,Sonja,O'Dreain,382-98-2818,80-3130351,07/04/1953,F,2,Sonja O'Dreain,3,07/02/2023,$4279.14
279,F350,Elianore,Walling,338-11-6307,67-9347067,05/02/1976,F,6,Elianore Walling,10,20/06/2022,$5262.85
280,B-Series,Gray,Baden,868-04-3894,99-7231116,02/07/1956,M,1,Gray Baden,14,18/03/2023,$10689.42
281,Sedona,Russ,Semrad,682-75-6470,17-4347966,08/08/1991,M,1,Russ Semrad,2,05/08/2023,$2904.42
282,Sonoma Club Coupe,Randall,Ivanets,778-83-8065,60-1533098,02/06/1993,M,2,Randall Ivanets,15,13/09/2022,$2669.83
283,Impala,Conrado,Cummungs,119-52-9325,94-2688954,13/08/1978,M,1,Conrado Cummungs,4,04/10/2022,$15396.88
284,S-Series,Madel,Rossetti,128-40-5095,63-1457779,01/07/1969,F,3,Madel Rossetti,9,08/07/2023,$9887.89
285,Fit,Catarina,Longo,809-96-4250,94-1323793,07/08/1956,F,5,Catarina Longo,6,16/05/2023,$4382.76
286,V70,Connie,Casbon,540-27-3774,60-1410753,03/12/1982,M,6,Connie Casbon,7,05/04/2022,$2735.41
287,Topaz,Erina,Boissier,891-74-3936,11-4565382,09/03/1971,F,3,Erina Boissier,7,11/05/2023,$15866.36
288,Miata MX-5,Crystie,Wyer,865-96-0210,76-0405166,25/04/1991,F,2,Crystie Wyer,9,26/05/2022,$7024.17
289,Accent,Ritchie,Crumly,759-58-4364,87-8565451,03/09/1963,M,4,Ritchie Crumly,14,02/06/2023,$17542.16
290,HS,Vladimir,Frankum,169-65-4317,69-6840285,01/08/1976,M,1,Vladimir Frankum,12,02/09/2022,$13886.85
291,Celica,Ingrid,Dixie,617-77-6409,92-0294396,15/12/1950,F,4,Ingrid Dixie,4,26/01/2023,$2042.13
292,Ram 2500,Kippy,Kubu,480-76-4015,65-4796457,04/04/1975,F,1,Kippy Kubu,2,02/07/2023,$11605.68
293,Sonoma,Ikey,Martusov,193-93-4719,42-2216020,25/04/1969,M,3,Ikey Martusov,5,24/02/2022,$18621.47
294,Daytona,Dix,Woodrow,889-23-3159,53-3228722,15/09/1953,F,6,Dix Woodrow,11,30/08/2022,$13704.44
295,Savana 3500,Katina,Brastead,883-22-2414,56-9791656,17/12/1963,F,4,Katina Brastead,10,27/03/2022,$17260.49
296,Sierra 1500,Grace,Duly,889-48-6036,44-3183203,21/08/1995,F,5,Grace Duly,7,18/08/2022,$620.18
297,LTD Crown Victoria,Philippine,Sessuns,170-50-1235,88-1812600,29/07/2000,F,5,Philippine Sessuns,2,02/10/2022,$12380.36
298,Cabriolet,Cate,Betteriss,839-55-3809,43-1123132,16/06/1996,F,3,Cate Betteriss,15,23/03/2022,$9999.69
299,Golf,Lian,Ruddle,704-90-7232,04-6014690,02/01/1965,F,5,Lian Ruddle,13,18/09/2023,$13943.91
300,Crown Victoria,Mead,Weblin,493-06-7831,96-7957756,18/02/1955,F,5,Mead Weblin,15,24/12/2022,$19355.42
301,STS,Marcie,Alexandersson,876-75-0741,39-5521257,06/09/1967,F,3,Marcie Alexandersson,2,02/06/2023,$11441.06
302,Expedition EL,Temple,Cluckie,822-66-2048,20-7596493,24/11/1997,M,4,Temple Cluckie,8,25/01/2023,$2182.36
303,S2000,Norman,Betser,793-44-5650,45-6060320,18/11/1969,M,1,Norman Betser,8,10/05/2022,$16882.55
304,Cherokee,Valera,Hinsche,376-68-7609,12-6378533,17/07/2003,F,5,Valera Hinsche,15,25/03/2023,$14478.61
305,Contour,Wolf,Swinney,188-60-8424,14-2672559,12/10/1972,M,3,Wolf Swinney,13,04/09/2023,$17069.50
306,98,Kerianne,McClelland,229-34-4106,20-9658824,29/01/1973,F,6,Kerianne McClelland,4,10/01/2022,$14889.38
307,CX,Faber,Heigold,182-37-8983,49-5742094,04/01/1990,M,6,Faber Heigold,8,25/12/2022,$6140.00
308,Elantra,Dolli,Pittson,200-72-3331,60-6510606,10/09/1971,F,4,Dolli Pittson,4,26/08/2022,$6965.04
309,F350,Austin,Pitchers,819-97-2843,44-9060497,06/01/1964,M,1,Austin Pitchers,13,04/08/2023,$8227.46
310,MKX,Amanda,Milligan,232-31-8191,02-4708185,04/04/1983,F,5,Amanda Milligan,8,11/05/2022,$16398.24
311,944,Shae,Boddington,513-56-1088,64-8471493,14/10/1970,F,1,Shae Boddington,10,18/02/2022,$18199.92
312,E150,Ginni,Maier,477-84-1126,78-5298515,15/07/1986,F,1,Ginni Maier,7,14/01/2023,$1092.77
313,Sierra 1500,Kaja,Gealle,589-53-5540,48-0500921,09/11/1960,F,3,Kaja Gealle,10,10/02/2023,$759.14
314,Trooper,Sella,Cuddon,466-69-9060,50-7258142,13/12/2001,F,6,Sella Cuddon,12,17/01/2023,$10290.84
315,Cougar,Zandra,Beake,216-39-3981,98-8339230,31/07/1960,F,2,Zandra Beake,15,19/03/2022,$13597.65
316,Passat,Stewart,Roseveare,781-48-3244,42-9213624,20/07/1965,M,3,Stewart Roseveare,7,07/12/2022,$6002.03
317,Defender,Drucie,Blacklawe,335-63-2667,81-2488743,20/09/1973,F,2,Drucie Blacklawe,5,17/03/2023,$831.36
318,Pathfinder,Idalia,Mattacks,857-83-6920,72-1237785,18/07/1984,F,6,Idalia Mattacks,5,22/02/2023,$5008.75
319,Mazdaspeed6,Claudio,Hamblen,319-78-2319,99-8975837,05/09/1976,M,6,Claudio Hamblen,8,07/09/2023,$18759.77
320,EX,Moises,Duchasteau,403-34-6752,59-6803755,11/04/1975,M,3,Moises Duchasteau,8,11/10/2022,$7423.42
321,Escalade EXT,Gretel,Taborre,622-34-1444,50-7708203,17/09/1952,F,3,Gretel Taborre,3,24/04/2023,$13970.88
322,GTO,Renaldo,McCool,684-42-7139,09-0847600,11/06/1954,M,3,Renaldo McCool,3,29/01/2023,$12749.38
323,62,Hans,McNamee,729-31-7852,26-1285284,18/03/1950,M,5,Hans McNamee,1,11/04/2023,$15128.65
324,Savana 2500,Vilhelmina,Ianelli,366-39-7260,20-7378008,10/01/1961,F,1,Vilhelmina Ianelli,5,17/05/2022,$4906.68
325,Miata MX-5,Winne,Peerless,708-87-7978,74-6843350,14/08/1998,F,1,Winne Peerless,7,28/06/2022,$18443.19
326,Protege,Odelinda,Arson,888-79-3176,29-8464058,19/03/1979,F,1,Odelinda Arson,14,19/01/2023,$12008.86
327,Versa,Isidro,Iacovolo,883-29-9635,73-4419664,31/05/1957,M,6,Isidro Iacovolo,8,05/06/2023,$1791.48
328,Corolla,Lanny,Tarbox,726-23-7559,10-5110530,23/09/1975,M,6,Lanny Tarbox,14,30/03/2023,$10963.38
329,SRX,Bruce,Brood,249-54-8480,10-7947310,09/09/1961,M,6,Bruce Brood,6,23/05/2023,$12357.46
330,Tundra,Vivia,McCord,864-33-7777,06-3794133,07/06/1971,F,5,Vivia McCord,4,16/07/2022,$7994.91
331,S-Class,Ann-marie,Basham,728-72-5458,32-7777238,10/04/1971,F,4,Ann-marie Basham,10,29/08/2022,$14257.24
332,Fiesta,Tomlin,Londing,400-86-8295,00-2184787,12/09/1979,M,6,Tomlin Londing,2,20/10/2022,$10215.50
333,S-Series,Kalila,Suttle,209-91-5691,13-7997688,15/10/1973,F,6,Kalila Suttle,6,08/11/2022,$12020.55
334,Magnum,Orelee,Thomesson,632-74-1986,67-2500675,22/10/1984,F,2,Orelee Thomesson,2,20/04/2022,$2460.36
335,F430,Elka,Lemon,502-60-5276,28-3886423,03/02/1989,F,3,Elka Lemon,5,28/06/2022,$11513.20
336,Miata MX-5,Elnar,Bilsland,221-67-8350,16-2993383,16/02/1976,M,6,Elnar Bilsland,4,03/09/2022,$5673.76
337,FF,Jobey,MacAlester,716-10-8560,42-2448916,13/05/1989,F,2,Jobey MacAlester,10,11/09/2023,$6829.04
338,Dakota,Clim,St. Aubyn,787-30-2654,52-0367611,19/03/1962,M,1,Clim St. Aubyn,13,20/03/2023,$11419.17
339,RAV4,Eolande,Keyden,249-48-1342,63-1619404,21/06/1954,F,1,Eolande Keyden,3,30/08/2022,$15774.09
340,Coachbuilder,Ettore,Woodruffe,749-42-7095,73-7688176,10/08/1955,M,3,Ettore Woodruffe,15,15/07/2023,$18729.51
341,E-Class,Benetta,Manion,672-21-7478,26-6381366,06/07/1958,F,1,Benetta Manion,13,26/01/2023,$6300.32
342,Protege,Robina,Maypother,418-20-0723,60-2600906,25/08/1983,F,6,Robina Maypother,11,30/04/2023,$15634.80
343,Sonata,Steffen,Dowthwaite,203-30-9354,96-3057476,23/06/2002,M,2,Steffen Dowthwaite,9,30/09/2022,$8395.26
344,Sidekick,Matty,Provest,785-05-4313,96-1121292,01/03/1987,M,6,Matty Provest,14,15/03/2022,$4688.52
345,Familia,Theresa,Eagan,186-34-5580,16-3159388,09/11/1970,F,1,Theresa Eagan,5,04/02/2022,$16832.54
346,Cirrus,Felike,McPartlin,298-35-2959,69-4936626,17/11/2000,M,5,Felike McPartlin,8,07/12/2022,$8462.67
347,CLK-Class,Jacquenetta,Rudinger,673-92-6657,53-3614716,22/09/1995,F,5,Jacquenetta Rudinger,4,31/05/2023,$4752.21
348,RSX,Arlene,Cejka,765-33-1519,40-1227392,10/10/1984,F,6,Arlene Cejka,9,30/12/2022,$18152.89
349,Escort,Tracy,Bouskill,201-97-4576,10-7757548,31/07/1954,F,3,Tracy Bouskill,7,05/09/2023,$10300.22
350,Diamante,Trenna,Noor,384-63-9298,57-0832540,15/07/1976,F,2,Trenna Noor,6,23/02/2023,$984.27
351,S80,Pansy,Elletson,604-64-5373,22-8799471,24/01/1997,F,3,Pansy Elletson,8,04/04/2023,$1947.99
352,Rio5,Candy,Luff,665-12-7960,40-7646691,20/02/1964,F,3,Candy Luff,8,06/04/2023,$17674.15
353,Prizm,Roley,Mattersley,546-53-3242,32-2639081,06/09/1988,M,5,Roley Mattersley,15,18/07/2022,$10114.50
354,Sunfire,Darryl,Fewlass,205-97-9749,22-9434477,29/12/1973,M,6,Darryl Fewlass,15,22/01/2022,$18364.70
355,E250,Pooh,Sichardt,312-81-1754,17-5505563,27/09/1995,F,5,Pooh Sichardt,15,26/08/2023,$10733.00
356,Q,Rafaelia,Alenichicov,397-34-9530,37-0354722,19/04/1984,F,3,Rafaelia Alenichicov,11,25/04/2023,$10359.02
357,Ion,Huntington,Hryncewicz,797-78-6624,95-3013726,21/07/1990,M,2,Huntington Hryncewicz,2,01/03/2022,$9689.09
358,Firebird,Danette,Rabbitt,111-95-2707,33-0143845,26/04/1961,F,6,Danette Rabbitt,11,04/04/2023,$2466.39
359,E-Series,Greer,Florence,370-88-8379,48-9490867,01/05/1956,F,5,Greer Florence,10,30/08/2023,$14023.63
360,Sedona,Hertha,Kensy,542-24-1712,69-0549690,27/07/1976,F,5,Hertha Kensy,3,24/04/2023,$15452.49
361,xB,Sheffie,Anthes,507-05-5990,38-9989706,20/08/1992,M,1,Sheffie Anthes,15,18/01/2023,$16768.08
362,Mariner,Cullie,Smythe,798-37-2476,75-6270285,21/11/1953,M,4,Cullie Smythe,11,17/02/2022,$3914.45
363,Corolla,Marijo,Polfer,357-28-0089,37-4412294,09/04/1991,F,1,Marijo Polfer,9,15/02/2022,$8988.30
364,Savana 2500,Mickie,Crosthwaite,238-83-1843,71-9260683,11/02/1987,M,4,Mickie Crosthwaite,5,14/08/2022,$3024.60
365,H2,Gabriel,Parlour,381-56-9849,32-7211002,05/07/1990,F,5,Gabriel Parlour,15,20/07/2022,$8521.00
366,Thunderbird,Gale,Thunnerclef,771-82-8662,74-1875848,06/11/1983,F,3,Gale Thunnerclef,5,02/07/2023,$13227.72
367,Maxima,Boycey,Cuming,854-57-2744,49-4873218,18/01/1989,M,2,Boycey Cuming,13,20/01/2023,$1700.11
368,Express 3500,Jameson,Moriarty,642-44-6744,93-9596568,22/11/1960,M,3,Jameson Moriarty,7,10/05/2022,$13604.01
369,Yukon,Shirley,Ollcott,481-01-6994,84-1230660,18/10/1974,F,2,Shirley Ollcott,8,31/03/2022,$17810.87
370,Impreza,Brodie,Craddock,199-29-9498,39-3830655,12/05/1978,M,2,Brodie Craddock,7,13/09/2023,$12365.28
371,Club Wagon,Barris,Ivanyushin,612-35-3034,22-0669897,18/12/1977,M,5,Barris Ivanyushin,6,08/08/2023,$15750.28
372,Avalon,Deedee,Lotte,141-42-9297,48-0058458,17/06/1979,F,3,Deedee Lotte,14,29/07/2023,$4766.61
373,Grand Prix,Gare,Denidge,106-19-1182,36-7714666,06/05/1968,M,2,Gare Denidge,7,27/01/2022,$19854.29
374,Bonneville,Tanya,Eastmond,890-20-8152,66-7659960,21/04/1978,F,6,Tanya Eastmond,1,03/12/2022,$19957.29
375,QX,Miriam,Morl,428-70-1589,43-0438804,10/02/1962,F,3,Miriam Morl,12,29/03/2022,$8204.38
376,Solstice,Emelina,Gittose,402-77-2417,26-2789783,19/10/1950,F,4,Emelina Gittose,6,13/01/2023,$15983.03
377,Elantra,Raynard,Geekie,155-05-7442,05-4989808,16/06/1975,M,1,Raynard Geekie,2,08/02/2023,$11360.20
378,Villager,Tymothy,Whyffen,838-98-7723,57-5572237,01/01/1978,M,3,Tymothy Whyffen,13,28/04/2023,$10261.80
379,V50,Iago,Wathen,669-88-0449,03-5793264,01/10/1962,M,1,Iago Wathen,7,21/05/2023,$18777.39
380,Aspen,Ervin,Goldston,533-80-5514,50-9651794,24/09/1955,M,1,Ervin Goldston,2,18/01/2023,$1551.54
381,Pathfinder,Raphaela,Spore,390-25-1423,11-4490914,02/04/1979,F,4,Raphaela Spore,8,07/04/2023,$1232.67
382,G,Alexandre,Issakov,660-37-8112,68-3737127,18/12/1990,M,1,Alexandre Issakov,4,11/12/2022,$6693.09
383,Breeze,Kara,Silvers,377-68-0989,04-2455363,14/10/1985,F,2,Kara Silvers,14,05/08/2023,$1386.91
384,DTS,Ado,Kirke,301-83-1661,00-5915297,09/07/1963,M,5,Ado Kirke,10,31/08/2022,$3396.10
385,2CV,Adey,Tither,207-77-2231,94-1745179,08/02/1987,F,3,Adey Tither,8,31/08/2022,$19967.15
386,3500 Club Coupe,Laureen,Rother,128-09-4510,76-3551114,24/06/1999,F,4,Laureen Rother,7,20/05/2023,$11255.61
387,G37,Nicolas,Breeton,135-86-9316,81-9128114,08/12/1978,M,2,Nicolas Breeton,4,05/01/2023,$17850.96
388,E350,Berkley,Birrel,353-14-9722,82-1982415,11/07/1955,M,5,Berkley Birrel,3,14/09/2022,$8361.53
389,Tribute,Ephraim,Yezafovich,772-38-9069,72-8118813,19/10/1955,M,5,Ephraim Yezafovich,7,09/06/2022,$5451.31
390,LeSabre,Philip,Sherwin,325-77-5135,47-1299550,17/09/1973,M,5,Philip Sherwin,13,15/03/2023,$14709.44
391,MKX,Shea,Battaille,522-69-6583,30-5031408,04/07/1971,M,2,Shea Battaille,7,15/06/2022,$9231.79
392,GX,Vinny,Caselli,443-12-3464,71-8277425,29/07/1996,F,6,Vinny Caselli,1,29/08/2023,$17959.21
393,Jimmy,Grethel,Roughan,310-43-9727,52-8496495,03/05/1956,F,5,Grethel Roughan,7,07/03/2023,$15801.15
394,Mariner,Victor,Timms,466-24-1049,25-8026157,25/02/1967,M,4,Victor Timms,3,05/05/2022,$13324.84
395,Enclave,Hercule,Cyphus,205-10-7087,33-2756685,14/10/1960,M,4,Hercule Cyphus,2,28/02/2023,$4547.74
396,Avalanche 1500,Freida,Basset,820-64-7543,75-1768748,08/01/1996,F,5,Freida Basset,9,18/01/2023,$1330.03
397,CLS-Class,Hyatt,Yirrell,740-06-8161,56-3834679,23/07/2001,M,5,Hyatt Yirrell,13,20/01/2023,$1516.21
398,Ranger,Kelcy,Chidgey,815-29-4308,30-4556525,08/09/1994,F,2,Kelcy Chidgey,9,30/08/2023,$19549.89
399,750,Kris,Ghione,691-32-7825,31-9974155,02/08/1965,M,5,Kris Ghione,6,10/01/2022,$13642.87
400,Sunfire,Antonius,Gravatt,547-18-2393,60-6493534,19/05/1951,M,4,Antonius Gravatt,5,16/07/2023,$17653.91
401,Legacy,Daryl,Jerzycowski,186-20-8303,77-0164453,01/08/1991,F,2,Daryl Jerzycowski,8,11/10/2022,$14198.18
402,Rapide,Shelton,Petkov,503-43-3265,52-0679940,23/09/1960,M,4,Shelton Petkov,3,11/03/2023,$19961.90
403,Sentra,Deeanne,Skews,203-78-1867,51-7132760,18/09/1956,F,5,Deeanne Skews,6,21/01/2023,$13026.91
404,911,Dulcia,Screwton,509-89-9473,15-8642964,15/01/1978,F,2,Dulcia Screwton,6,10/03/2022,$4097.43
405,Continental Mark VII,Frankie,Byne,712-56-9134,09-7471599,08/12/1962,M,6,Frankie Byne,6,26/02/2022,$1759.93
406,GTI,Noellyn,Elsmore,665-37-7475,91-5746714,23/10/1998,F,5,Noellyn Elsmore,13,16/03/2023,$11806.97
407,Econoline E250,Aubry,Selland,698-73-6541,71-8807233,26/06/1961,F,5,Aubry Selland,12,19/12/2022,$6855.69
408,Grand Prix,Rodie,Tomley,493-72-4519,10-1632725,26/04/1996,F,6,Rodie Tomley,10,26/02/2023,$19105.60
409,Savana,Dominga,Abbes,472-19-5569,86-5453319,10/03/1990,F,5,Dominga Abbes,10,16/04/2023,$4237.83
410,Protege,Weylin,Fortin,718-17-1142,91-7537369,09/08/1978,M,2,Weylin Fortin,8,13/12/2022,$10848.88
411,1 Series,Jule,Jockle,767-76-4345,55-6961086,25/12/1984,M,4,Jule Jockle,6,13/03/2023,$6580.08
412,2500 Club Coupe,Shannan,Hunnawill,333-84-9169,83-5965579,22/09/1952,M,4,Shannan Hunnawill,5,08/05/2023,$13314.25
413,Civic,Erie,Crowth,120-90-5700,48-7014694,25/10/2003,M,4,Erie Crowth,2,11/12/2022,$4110.29
414,Thunderbird,Carleton,Cator,797-85-0521,33-6989741,27/03/1958,M,5,Carleton Cator,14,02/05/2023,$15242.80
415,Aerio,Janela,Grichukhin,808-67-1766,62-6840286,05/04/1996,F,4,Janela Grichukhin,14,17/07/2023,$9183.73
416,190E,Kaylil,Trase,661-30-9893,67-8473124,17/07/1967,F,5,Kaylil Trase,9,18/01/2023,$13287.76
417,Grand Cherokee,Rory,Gauntlett,742-91-7726,77-0047745,26/03/1998,F,5,Rory Gauntlett,5,30/05/2022,$11893.98
418,Continental Mark VII,Edvard,Jouannot,245-78-4062,25-4961153,06/09/1962,M,5,Edvard Jouannot,15,03/09/2023,$2910.42
419,M3,Nico,Vasyunkin,633-96-1803,70-7341051,18/09/1967,M,6,Nico Vasyunkin,12,25/09/2022,$17938.90
420,FX,Rowney,Tallach,232-56-8623,15-1115671,28/02/1963,M,6,Rowney Tallach,14,01/12/2022,$13756.77
421,Outlander,Malachi,Knivett,282-09-6118,15-0353414,26/11/1983,M,1,Malachi Knivett,12,07/03/2023,$6562.39
422,Express 3500,Pippy,Albinson,239-38-6512,10-5169061,25/11/1964,F,3,Pippy Albinson,4,18/02/2023,$13607.36
423,Cabriolet,Annamaria,Itzcak,883-32-6696,80-6534467,30/01/1973,F,4,Annamaria Itzcak,11,23/09/2022,$5985.88
